"","gene_type","gene_name"
"4449493","protein_coding","ZFTA"
"4449628","protein_coding","SPINDOC"
"4449746","protein_coding","MARK2"
"4450761","protein_coding","RCOR2"
"4450992","protein_coding","NAA40"
"4451258","protein_coding","COX8A"
"4451273","protein_coding","OTUB1"
"4451478","protein_coding","MACROD1"
"4451827","protein_coding","FLRT1"
"4451913","protein_coding","STIP1"
"4452439","protein_coding","FERMT3"
"4453525","protein_coding","TRPT1"
"4454203","protein_coding","NUDT22"
"4454346","protein_coding","DNAJC4"
"4454633","protein_coding","VEGFB"
"4454785","protein_coding","FKBP2"
"4454858","protein_coding","ENSG00000286264"
"4454887","protein_coding","PPP1R14B"
"4454972","protein_coding","PLCB3"
"4455841","protein_coding","BAD"
"4456051","protein_coding","GPR137"
"4456463","protein_coding","KCNK4"
"4456704","protein_coding","CATSPERZ"
"4456736","protein_coding","ESRRA"
"4457342","protein_coding","TRMT112"
"4457485","protein_coding","PRDX5"
"4457786","protein_coding","CCDC88B"
"4458016","protein_coding","RPS6KA4"
"4458855","protein_coding","SLC22A11"
"4458961","protein_coding","SLC22A12"
"4459081","protein_coding","NRXN2"
"4459606","protein_coding","RASGRP2"
"4460747","protein_coding","PYGM"
"4460938","protein_coding","SF1"
"4461454","protein_coding","MAP4K2"
"4462335","protein_coding","MEN1"
"4463336","protein_coding","CDC42BPG"
"4463665","protein_coding","EHD1"
"4463842","protein_coding","ATG2A"
"4464536","protein_coding","PPP2R5B"
"4465430","protein_coding","GPHA2"
"4465464","protein_coding","MAJIN"
"4465629","protein_coding","BATF2"
"4465670","protein_coding","ARL2"
"4465757","protein_coding","ARL2-SNX15"
"4465791","protein_coding","SNX15"
"4465999","protein_coding","SAC3D1"
"4466044","protein_coding","NAALADL1"
"4466407","protein_coding","CDCA5"
"4466517","protein_coding","ZFPL1"
"4466722","protein_coding","TMEM262"
"4466766","protein_coding","VPS51"
"4466965","protein_coding","TM7SF2"
"4467568","protein_coding","ZNHIT2"
"4467590","protein_coding","FAU"
"4467785","protein_coding","SYVN1"
"4468745","protein_coding","MRPL49"
"4468883","protein_coding","SPDYC"
"4468916","protein_coding","CAPN1"
"4469487","protein_coding","POLA2"
"4469943","protein_coding","ENSG00000285816"
"4470065","protein_coding","CDC42EP2"
"4470142","protein_coding","DPF2"
"4470493","protein_coding","TIGD3"
"4470526","protein_coding","SLC25A45"
"4470798","protein_coding","FRMD8"
"4471597","protein_coding","SCYL1"
"4473507","protein_coding","LTBP3"
"4474414","protein_coding","ZNRD2"
"4474525","protein_coding","FAM89B"
"4474577","protein_coding","EHBP1L1"
"4475556","protein_coding","KCNK7"
"4475617","protein_coding","MAP3K11"
"4475824","protein_coding","PCNX3"
"4476594","protein_coding","SIPA1"
"4477576","protein_coding","RELA"
"4478320","protein_coding","KAT5"
"4478647","protein_coding","RNASEH2C"
"4478815","protein_coding","AP5B1"
"4478838","protein_coding","OVOL1"
"4478904","protein_coding","CFL1"
"4479049","protein_coding","SNX32"
"4479220","protein_coding","MUS81"
"4479574","protein_coding","EFEMP2"
"4480320","protein_coding","CTSW"
"4480564","protein_coding","FIBP"
"4480877","protein_coding","CCDC85B"
"4480885","protein_coding","FOSL1"
"4480984","protein_coding","C11orf68"
"4481010","protein_coding","DRAP1"
"4481121","protein_coding","TSGA10IP"
"4481191","protein_coding","SART1"
"4481599","protein_coding","EIF1AD"
"4481928","protein_coding","BANF1"
"4482237","protein_coding","CST6"
"4482255","protein_coding","CATSPER1"
"4482292","protein_coding","GAL3ST3"
"4482369","protein_coding","SF3B2"
"4483441","protein_coding","PACS1"
"4483712","protein_coding","KLC2"
"4484637","protein_coding","RAB1B"
"4484734","protein_coding","CNIH2"
"4484809","protein_coding","YIF1A"
"4484973","protein_coding","TMEM151A"
"4485018","protein_coding","CD248"
"4485026","protein_coding","RIN1"
"4485179","protein_coding","BRMS1"
"4485490","protein_coding","B4GAT1"
"4485532","protein_coding","SLC29A2"
"4486177","protein_coding","NPAS4"
"4486224","protein_coding","MRPL11"
"4486406","protein_coding","PELI3"
"4486763","protein_coding","DPP3"
"4487644","protein_coding","ENSG00000256349"
"4487684","protein_coding","BBS1"
"4488761","protein_coding","ZDHHC24"
"4488820","protein_coding","ACTN3"
"4489026","protein_coding","CTSF"
"4490048","protein_coding","CCDC87"
"4490056","protein_coding","CCS"
"4490198","protein_coding","RBM14"
"4490278","protein_coding","RBM14-RBM4"
"4490313","protein_coding","RBM4"
"4490684","protein_coding","RBM4B"
"4490865","protein_coding","SPTBN2"
"4492158","protein_coding","TOP6BL"
"4494871","protein_coding","RCE1"
"4494975","protein_coding","PC"
"4497450","protein_coding","LRFN4"
"4497506","protein_coding","C11orf86"
"4497529","protein_coding","SYT12"
"4497835","protein_coding","RHOD"
"4497960","protein_coding","KDM2A"
"4498250","protein_coding","GRK2"
"4499146","protein_coding","ANKRD13D"
"4499465","protein_coding","SSH3"
"4500192","protein_coding","RAD9A"
"4500379","protein_coding","POLD4"
"4500488","protein_coding","ENSG00000256514"
"4500509","protein_coding","CLCF1"
"4500538","protein_coding","PPP1CA"
"4500877","protein_coding","TBC1D10C"
"4501283","protein_coding","CARNS1"
"4501597","protein_coding","RPS6KB2"
"4501996","protein_coding","PTPRCAP"
"4502006","protein_coding","CORO1B"
"4502581","protein_coding","GPR152"
"4502589","protein_coding","CABP4"
"4502651","protein_coding","TMEM134"
"4502934","protein_coding","AIP"
"4503163","protein_coding","PITPNM1"
"4503837","protein_coding","CDK2AP2"
"4503924","protein_coding","CABP2"
"4504004","protein_coding","GSTP1"
"4504325","protein_coding","NDUFV1"
"4505278","protein_coding","NUDT8"
"4505358","protein_coding","TBX10"
"4505380","protein_coding","ACY3"
"4505616","protein_coding","ALDH3B2"
"4506563","protein_coding","UNC93B1"
"4506829","protein_coding","ALDH3B1"
"4507304","protein_coding","NDUFS8"
"4507722","protein_coding","TCIRG1"
"4508125","protein_coding","CHKA"
"4508397","protein_coding","KMT5B"
"4508840","protein_coding","C11orf24"
"4509068","protein_coding","LRP5"
"4509595","protein_coding","PPP6R3"
"4515616","protein_coding","GAL"
"4515744","protein_coding","TESMIN"
"4515897","protein_coding","CPT1A"
"4516295","protein_coding","MRPL21"
"4516457","protein_coding","IGHMBP2"
"4516972","protein_coding","MRGPRD"
"4516982","protein_coding","MRGPRF"
"4517175","protein_coding","TPCN2"
"4518223","protein_coding","ENSG00000287725"
"4518305","protein_coding","SMIM38"
"4518394","protein_coding","MYEOV"
"4518613","protein_coding","CCND1"
"4518664","protein_coding","LTO1"
"4518866","protein_coding","FGF19"
"4518906","protein_coding","FGF4"
"4518921","protein_coding","FGF3"
"4518976","protein_coding","ANO1"
"4519490","protein_coding","FADD"
"4519578","protein_coding","PPFIA1"
"4520673","protein_coding","CTTN"
"4521647","protein_coding","SHANK2"
"4522262","protein_coding","DHCR7"
"4522935","protein_coding","NADSYN1"
"4523557","protein_coding","KRTAP5-7"
"4523572","protein_coding","KRTAP5-8"
"4523589","protein_coding","KRTAP5-9"
"4523601","protein_coding","KRTAP5-10"
"4523615","protein_coding","KRTAP5-11"
"4524364","protein_coding","XNDC1N-ZNF705EP-ALG1L9P"
"4524455","protein_coding","DEFB108B"
"4524479","protein_coding","XNDC1N"
"4524629","protein_coding","DEFB131B"
"4524649","protein_coding","RNF121"
"4525035","protein_coding","IL18BP"
"4525515","protein_coding","NUMA1"
"4527448","protein_coding","LRRC51"
"4527790","protein_coding","LRTOMT"
"4527907","protein_coding","LAMTOR1"
"4528071","protein_coding","TOMT"
"4528096","protein_coding","ANAPC15"
"4529135","protein_coding","FOLR3"
"4529303","protein_coding","FOLR1"
"4529413","protein_coding","FOLR2"
"4529634","protein_coding","INPPL1"
"4530733","protein_coding","PHOX2A"
"4530774","protein_coding","CLPB"
"4531685","protein_coding","PDE2A"
"4532399","protein_coding","ARAP1"
"4533715","protein_coding","STARD10"
"4534594","protein_coding","ATG16L2"
"4535248","protein_coding","FCHSD2"
"4536424","protein_coding","P2RY2"
"4536807","protein_coding","P2RY6"
"4537122","protein_coding","ARHGEF17"
"4537285","protein_coding","RELT"
"4537714","protein_coding","FAM168A"
"4537911","protein_coding","PLEKHB1"
"4538204","protein_coding","RAB6A"
"4538469","protein_coding","MRPL48"
"4538767","protein_coding","COA4"
"4538896","protein_coding","PAAF1"
"4539318","protein_coding","DNAJB13"
"4539413","protein_coding","UCP2"
"4539752","protein_coding","UCP3"
"4539825","protein_coding","C2CD3"
"4541316","protein_coding","PPME1"
"4541815","protein_coding","P4HA3"
"4542070","protein_coding","PGM2L1"
"4542357","protein_coding","KCNE3"
"4542497","protein_coding","LIPT2"
"4542523","protein_coding","POLD3"
"4542718","protein_coding","CHRDL2"
"4542898","protein_coding","RNF169"
"4542940","protein_coding","XRRA1"
"4543369","protein_coding","SPCS2"
"4543537","protein_coding","NEU3"
"4543642","protein_coding","OR2AT4"
"4543705","protein_coding","SLCO2B1"
"4544186","protein_coding","TPBGL"
"4544194","protein_coding","ARRB1"
"4544804","protein_coding","RPS3"
"4545533","protein_coding","KLHL35"
"4545600","protein_coding","GDPD5"
"4546624","protein_coding","SERPINH1"
"4547085","protein_coding","MAP6"
"4547179","protein_coding","MOGAT2"
"4547293","protein_coding","DGAT2"
"4547581","protein_coding","UVRAG"
"4547852","protein_coding","WNT11"
"4548251","protein_coding","THAP12"
"4548405","protein_coding","GVQW3"
"4548525","protein_coding","EMSY"
"4550074","protein_coding","LRRC32"
"4550311","protein_coding","TSKU"
"4550473","protein_coding","ACER3"
"4551294","protein_coding","B3GNT6"
"4551331","protein_coding","CAPN5"
"4551621","protein_coding","OMP"
"4551628","protein_coding","MYO7A"
"4552372","protein_coding","GDPD4"
"4552471","protein_coding","PAK1"
"4553975","protein_coding","CLNS1A"
"4554483","protein_coding","AQP11"
"4554520","protein_coding","RSF1"
"4554682","protein_coding","AAMDC"
"4555368","protein_coding","INTS4"
"4557446","protein_coding","KCTD14"
"4557466","protein_coding","NDUFC2-KCTD14"
"4557515","protein_coding","THRSP"
"4557534","protein_coding","NDUFC2"
"4557599","protein_coding","ALG8"
"4559883","protein_coding","KCTD21"
"4560010","protein_coding","USP35"
"4560209","protein_coding","GAB2"
"4560358","protein_coding","NARS2"
"4561473","protein_coding","TENM4"
"4561969","protein_coding","FAM181B"
"4561999","protein_coding","PRCP"
"4562574","protein_coding","DDIAS"
"4562900","protein_coding","RAB30"
"4563517","protein_coding","PCF11"
"4563773","protein_coding","ANKRD42"
"4564010","protein_coding","CCDC90B"
"4564486","protein_coding","DLG2"
"4565980","protein_coding","TMEM126B"
"4566138","protein_coding","TMEM126A"
"4566356","protein_coding","CREBZF"
"4566453","protein_coding","CCDC89"
"4566461","protein_coding","SYTL2"
"4567393","protein_coding","CCDC83"
"4567484","protein_coding","PICALM"
"4569235","protein_coding","EED"
"4569501","protein_coding","HIKESHI"
"4569700","protein_coding","CCDC81"
"4569848","protein_coding","ME3"
"4570355","protein_coding","PRSS23"
"4570505","protein_coding","FZD4"
"4570631","protein_coding","TMEM135"
"4571380","protein_coding","RAB38"
"4571427","protein_coding","CTSC"
"4572264","protein_coding","GRM5"
"4572395","protein_coding","TYR"
"4572428","protein_coding","NOX4"
"4573065","protein_coding","TRIM77"
"4573151","protein_coding","TRIM49"
"4573224","protein_coding","TRIM64B"
"4573270","protein_coding","TRIM49D1"
"4573330","protein_coding","TRIM49D2"
"4573386","protein_coding","TRIM64"
"4573450","protein_coding","TRIM49C"
"4573502","protein_coding","UBTFL1"
"4573531","protein_coding","NAALAD2"
"4573731","protein_coding","CHORDC1"
"4574191","protein_coding","FAT3"
"4574446","protein_coding","MTNR1B"
"4574482","protein_coding","SLC36A4"
"4574680","protein_coding","DEUP1"
"4574934","protein_coding","SMCO4"
"4575468","protein_coding","CEP295"
"4575645","protein_coding","TAF1D"
"4575974","protein_coding","C11orf54"
"4577558","protein_coding","ENSG00000284057"
"4577602","protein_coding","MED17"
"4578201","protein_coding","VSTM5"
"4578245","protein_coding","HEPHL1"
"4578294","protein_coding","PANX1"
"4578381","protein_coding","IZUMO1R"
"4578423","protein_coding","GPR83"
"4578448","protein_coding","MRE11"
"4579314","protein_coding","ANKRD49"
"4579420","protein_coding","C11orf97"
"4579460","protein_coding","PIWIL4"
"4579608","protein_coding","FUT4"
"4579775","protein_coding","AMOTL1"
"4579983","protein_coding","CWC15"
"4580254","protein_coding","KDM4D"
"4580402","protein_coding","KDM4E"
"4580430","protein_coding","KDM4F"
"4580449","protein_coding","SRSF8"
"4580468","protein_coding","ENDOD1"
"4580941","protein_coding","SESN3"
"4581141","protein_coding","FAM76B"
"4581319","protein_coding","CEP57"
"4581861","protein_coding","MTMR2"
"4583817","protein_coding","MAML2"
"4583853","protein_coding","CCDC82"
"4585573","protein_coding","JRKL"
"4585840","protein_coding","CNTN5"
"4586194","protein_coding","ARHGAP42"
"4586383","protein_coding","PGR"
"4586699","protein_coding","TRPC6"
"4586936","protein_coding","ANGPTL5"
"4587066","protein_coding","CEP126"
"4587213","protein_coding","CFAP300"
"4587329","protein_coding","YAP1"
"4587720","protein_coding","BIRC3"
"4587877","protein_coding","BIRC2"
"4588251","protein_coding","TMEM123"
"4588386","protein_coding","MMP7"
"4588445","protein_coding","MMP20"
"4588554","protein_coding","MMP27"
"4588580","protein_coding","MMP8"
"4588747","protein_coding","MMP10"
"4588784","protein_coding","MMP1"
"4588838","protein_coding","MMP3"
"4588884","protein_coding","MMP12"
"4588916","protein_coding","MMP13"
"4589010","protein_coding","DCUN1D5"
"4589264","protein_coding","DYNC2H1"
"4590199","protein_coding","PDGFD"
"4590281","protein_coding","DDI1"
"4590544","protein_coding","CASP12"
"4590872","protein_coding","CASP4"
"4590986","protein_coding","CASP5"
"4591328","protein_coding","CASP1"
"4591801","protein_coding","CARD16"
"4591932","protein_coding","CARD18"
"4592019","protein_coding","GRIA4"
"4592393","protein_coding","MSANTD4"
"4592537","protein_coding","KBTBD3"
"4592700","protein_coding","AASDHPPT"
"4592894","protein_coding","GUCY1A2"
"4592981","protein_coding","CWF19L2"
"4593374","protein_coding","ALKBH8"
"4593682","protein_coding","ELMOD1"
"4593846","protein_coding","SLN"
"4593918","protein_coding","SLC35F2"
"4594144","protein_coding","RAB39A"
"4594157","protein_coding","CUL5"
"4594403","protein_coding","ACAT1"
"4595257","protein_coding","NPAT"
"4595426","protein_coding","ATM"
"4598223","protein_coding","C11orf65"
"4598436","protein_coding","POGLUT3"
"4598590","protein_coding","EXPH5"
"4598673","protein_coding","DDX10"
"4599482","protein_coding","C11orf87"
"4599539","protein_coding","RDX"
"4600115","protein_coding","ZC3H12C"
"4600232","protein_coding","FDX1"
"4600282","protein_coding","ARHGAP20"
"4600631","protein_coding","POU2AF2"
"4600700","protein_coding","POU2AF3"
"4600819","protein_coding","POU2AF1"
"4600954","protein_coding","BTG4"
"4601050","protein_coding","HOATZ"
"4601132","protein_coding","LAYN"
"4601374","protein_coding","SIK2"
"4601525","protein_coding","PPP2R1B"
"4602209","protein_coding","ALG9"
"4602684","protein_coding","ENSG00000258529"
"4602757","protein_coding","FDXACB1"
"4602810","protein_coding","CFAP68"
"4602877","protein_coding","CRYAB"
"4603112","protein_coding","HSPB2"
"4603131","protein_coding","HSPB2-C11orf52"
"4603158","protein_coding","C11orf52"
"4603192","protein_coding","DIXDC1"
"4603401","protein_coding","DLAT"
"4604235","protein_coding","PIH1D2"
"4604427","protein_coding","NKAPD1"
"4604595","protein_coding","TIMM8B"
"4604629","protein_coding","SDHD"
"4604805","protein_coding","ENSG00000255292"
"4604847","protein_coding","IL18"
"4604999","protein_coding","TEX12"
"4605043","protein_coding","BCO2"
"4605951","protein_coding","PTS"
"4606068","protein_coding","PLET1"
"4606643","protein_coding","NCAM1"
"4607173","protein_coding","TTC12"
"4608054","protein_coding","ANKK1"
"4608095","protein_coding","DRD2"
"4608302","protein_coding","TMPRSS5"
"4608613","protein_coding","ZW10"
"4608858","protein_coding","CLDN25"
"4608877","protein_coding","USP28"
"4610991","protein_coding","HTR3B"
"4611059","protein_coding","HTR3A"
"4611279","protein_coding","ZBTB16"
"4612237","protein_coding","NNMT"
"4612547","protein_coding","C11orf71"
"4612564","protein_coding","RBM7"
"4612674","protein_coding","ENSG00000255663"
"4612692","protein_coding","REXO2"
"4613040","protein_coding","NXPE1"
"4613226","protein_coding","NXPE4"
"4613420","protein_coding","NXPE2"
"4613474","protein_coding","CADM1"
"4614342","protein_coding","BUD13"
"4614454","protein_coding","ZPR1"
"4614825","protein_coding","APOA5"
"4614995","protein_coding","APOA4"
"4615007","protein_coding","APOC3"
"4615371","protein_coding","APOA1"
"4615758","protein_coding","SIK3"
"4617026","protein_coding","PAFAH1B2"
"4617460","protein_coding","SIDT2"
"4617956","protein_coding","TAGLN"
"4618721","protein_coding","PCSK7"
"4619686","protein_coding","RNF214"
"4620092","protein_coding","BACE1"
"4620441","protein_coding","CEP164"
"4620885","protein_coding","DSCAML1"
"4621182","protein_coding","FXYD2"
"4621424","protein_coding","FXYD6-FXYD2"
"4621490","protein_coding","FXYD6"
"4622761","protein_coding","TMPRSS13"
"4622954","protein_coding","IL10RA"
"4623104","protein_coding","SMIM35"
"4623156","protein_coding","TMPRSS4"
"4623702","protein_coding","SCN4B"
"4623757","protein_coding","SCN2B"
"4623796","protein_coding","JAML"
"4624346","protein_coding","MPZL3"
"4624407","protein_coding","MPZL2"
"4624517","protein_coding","CD3E"
"4624611","protein_coding","CD3D"
"4624674","protein_coding","CD3G"
